A,0.003937008,1915
A,0.003937008,2218
A,0.003937008,2520
A,0.003937008,2616
A,0.003937008,2728
A,0.007874016,2920
A,0.003937008,3015
A,0.007874016,3127
A,0.011811024,3222
A,0.007874016,3317
A,0.007874016,3428
A,0.03543307,3524
A,0.003937008,3620
A,0.011811024,3716
A,0.003937008,3923
A,0.003937008,4018
A,0.003937008,4114
A,0.01968504,4227
A,0.015748031,4322
A,0.023622047,4418
A,0.03543307,4529
A,0.007874016,4624
A,0.01968504,4720
A,0.015748031,4815
A,0.03937008,4927
A,0.007874016,5024
A,0.003937008,5326
A,0.003937008,5615
A,0.015748031,5725
A,0.023622047,5821
A,0.027559055,5917
A,-0.08267716,6029
A,0.06692913,6221
A,0.05905512,6317
A,0.03543307,6429
A,0.003937008,6716
A,0.003937008,7226
A,0.003937008,7829
A,0.003937008,7924
A,0.003937008,8227
A,0.003937008,8323
A,0.003937008,8514
A,0.003937008,8721
A,0.003937008,8928
A,0.003937008,9024
A,0.003937008,9120
A,0.003937008,9216
A,0.003937008,9424
A,0.003937008,9920
A,0.003937008,10525
A,0.003937008,11020
A,0.003937008,11116
A,0.003937008,11722
A,0.003937008,11929
A,0.003937008,12120
A,0.003937008,12215
A,0.003937008,12327
A,0.003937008,12422
A,0.003937008,12516
A,0.003937008,12724
A,0.003937008,12916
A,0.003937008,13027
A,0.003937008,13328
A,0.003937008,13424
A,0.003937008,13728
A,0.003937008,13824
A,0.003937008,14015
A,0.003937008,14221
A,0.003937008,14524
A,0.003937008,14620
A,0.003937008,14715
A,0.003937008,14923
A,0.003937008,15019
A,0.003937008,15225
A,0.003937008,15321
A,0.003937008,15624
A,0.003937008,15927
A,0.003937008,16227
A,0.003937008,16419
A,0.003937008,16515
A,0.003937008,16723
A,0.003937008,16819
